Profil,Diplôme,Métier,Années d'expérience,Objectifs,Notation,Évaluation,Description de la personnalité,Université d'études,Parcours Professionnel,Historiques d'interaction,Tarif horaire en euros,Langue parlée,Localisation,Disponibilité
Mentor,Master en Ingénierie,Ingénieur logiciel,15,Concevoir des produits mécaniques innovants,2.0,Passable,Dynamique et enthousiaste,Université de Lyon,"General Electric, Lockheed Martin",19,35.0,Français,Bordeaux,3
Mentor,Diplôme en Sculpture,Artiste,17,Travailler sur des projets de design graphique innovants,2.0,Passable,Créatif et innovant,Université de Lyon,"Christie's, Sotheby's, Gagosian Gallery, The Louvre",5,25.0,Français,Montpellier,1
Mentor,BTS en Ressources Humaines,Médiateur en conflits,13,Former le personnel dans de grandes organisations,4.0,Bien,Créatif et innovant,Université de Lyon,"Kelly Services, Adecco, Randstad",17,35.0,Français,Strasbourg,2
Mentor,Certificat en Didactique,Éducateur spécialisé,7,Devenir un enseignant émérite,2.0,Passable,Sociable et communicatif,Université de Bordeaux,Massachusetts Institute of Technology,17,35.0,Anglais,Marseille,1
Mentor,Licence en Gestion,Responsable des ressources humaines,26,Devenir directeur général d'une grande entreprise,2.0,Passable,Sympathique et patient,Université de Bordeaux,"PwC, Deloitte, Boston Consulting Group, Bain & Company",14,35.0,Anglais,Bordeaux,1
Mentor,BTS en Ingénierie,Ingénieur électrique,7,Concevoir des produits mécaniques innovants,2.0,Passable,Dynamique et enthousiaste,Université de Marseille,"Lockheed Martin, Airbus, Boeing, General Electric, Siemens",9,25.0,Français,Rennes,1
Mentor,Internat en Médecine,Chirurgien,14,Pratiquer la médecine pédiatrique,5.0,Très bien,Sympathique et patient,Université de Bordeaux,"Stanford Health Care, Cleveland Clinic, Mayo Clinic, Massachusetts General Hospital, Johns Hopkins Hospital",12,35.0,Anglais,Nantes,1
Mentor,Master en Ingénierie,Ingénieur électrique,26,Concevoir des produits mécaniques innovants,2.0,Passable,Analytique et organisé,Université de Bordeaux,"Airbus, Lockheed Martin, Boeing, Siemens, General Electric",5,25.0,Français,Paris,3
Mentor,BTS en Ingénierie,Ingénieur mécanique,23,Devenir ingénieur de renom,5.0,Très bien,Dynamique et enthousiaste,Université de Lyon,"Lockheed Martin, General Electric",14,35.0,Anglais,Bordeaux,2
Mentor,Master en Arts Numériques,Artiste,27,Travailler sur des projets de design graphique innovants,2.0,Passable,Sociable et communicatif,Université de Marseille,"Gagosian Gallery, Saatchi Gallery, Sotheby's, Christie's, The Louvre",11,35.0,Anglais,Marseille,2
Mentor,Master en Marketing,Chef de publicité,11,Gérer des campagnes publicitaires de grande envergure,1.0,Médiocre,Dynamique et enthousiaste,Université de Paris,Procter & Gamble,1,15.0,Français,Rennes,3
Mentor,DES en Médecine,Pédiatre,27,Devenir spécialiste en chirurgie,5.0,Très bien,Sympathique et patient,Université de Lyon,Cleveland Clinic,6,25.0,Français,Toulouse,1
Mentor,DES en Médecine,Chirurgien,16,Devenir spécialiste en chirurgie,4.0,Bien,Créatif et innovant,Université de Marseille,"Massachusetts General Hospital, Johns Hopkins Hospital, Stanford Health Care",12,35.0,Anglais,Paris,1
Mentor,MBA en Gestion,Responsable des ressources humaines,21,Gérer des projets internationaux,2.0,Passable,Sociable et communicatif,Université de Paris,McKinsey & Company,3,15.0,Français,Strasbourg,3
Mentor,DFASM en Médecine,Chirurgien,21,Pratiquer la médecine pédiatrique,2.0,Passable,Analytique et organisé,Université de Marseille,"Cleveland Clinic, Stanford Health Care",16,35.0,Français,Toulouse,2
Mentor,Licence en Ressources Humaines,Responsable RH,15,Devenir expert en gestion des talents,3.0,Moyen,Créatif et innovant,Université de Lyon,"Randstad, Adecco, ManpowerGroup, Kelly Services",6,25.0,Français,Marseille,2
Mentor,Diplôme d'Ingénieur,Ingénieur logiciel,15,Concevoir des produits mécaniques innovants,5.0,Très bien,Sociable et communicatif,Université de Toulouse,"Boeing, Lockheed Martin",3,15.0,Français,Strasbourg,3
Mentor,Doctorat en Ingénierie,Ingénieur électrique,29,Concevoir des produits mécaniques innovants,1.0,Médiocre,Dynamique et enthousiaste,Université de Paris,"Lockheed Martin, Siemens",0,15.0,Anglais,Montpellier,1
Mentor,Licence en Marketing,Responsable marketing,19,Devenir responsable marketing stratégique,2.0,Passable,Sociable et communicatif,Université de Marseille,McDonald's,16,35.0,Français,Bordeaux,3
Mentor,Licence en Marketing,Responsable marketing,17,Gérer des campagnes publicitaires de grande envergure,5.0,Très bien,Sympathique et patient,Université de Lyon,"Coca-Cola, Nike",4,15.0,Français,Lyon,1
Mentor,Licence en Psychologie,Psychologue clinicien,10,Faire de la recherche en psychologie,5.0,Très bien,Sympathique et patient,Université de Bordeaux,"Massachusetts General Hospital, Stanford Health Care, Johns Hopkins Hospital",18,35.0,Anglais,Lyon,2
Mentor,Master en Gestion,Contrôleur financier,15,Devenir directeur général d'une grande entreprise,4.0,Bien,Sociable et communicatif,Université de Marseille,"PwC, Boston Consulting Group, Bain & Company",14,35.0,Anglais,Marseille,1
Mentor,Master en Marketing,Chef de publicité,11,Gérer des campagnes publicitaires de grande envergure,5.0,Très bien,Sociable et communicatif,Université de Paris,Amazon Advertising,8,25.0,Français,Marseille,1
Mentor,BTS en Ressources Humaines,Responsable RH,14,Devenir expert en gestion des talents,4.0,Bien,Dynamique et enthousiaste,Université de Lyon,"ADP, ManpowerGroup, Kelly Services",9,25.0,Français,Toulouse,2
Mentor,BTS en Marketing,Chef de publicité,30,Devenir responsable marketing stratégique,3.0,Moyen,Dynamique et enthousiaste,Université de Lyon,Amazon Advertising,19,35.0,Anglais,Bordeaux,1
Mentor,BTS en Informatique,Ingénieur en cybersécurité,6,Travailler en cybersécurité,1.0,Médiocre,Sympathique et patient,Université de Lyon,"Apple, Microsoft, Amazon, IBM, Google",2,15.0,Français,Montpellier,1
Mentor,Doctorat en Informatique,Développeur web,20,Créer des applications web,4.0,Bien,Dynamique et enthousiaste,Université de Marseille,IBM,20,35.0,Français,Strasbourg,1
Mentor,Doctorat en Psychologie,Psychologue de l'enfance,17,Devenir psychologue clinicien renommé,2.0,Passable,Sociable et communicatif,Université de Toulouse,"Massachusetts General Hospital, Mayo Clinic, Cleveland Clinic, Johns Hopkins Hospital",1,15.0,Français,Lyon,1
Mentor,BTS en Finance,Comptable,26,Gérer des portefeuilles d'investissement complexes,4.0,Bien,Créatif et innovant,Université de Marseille,"Goldman Sachs, Morgan Stanley, JPMorgan Chase, Citigroup",11,35.0,Français,Rennes,2
Mentor,Certificat en Ingénierie,Ingénieur logiciel,7,Concevoir des produits mécaniques innovants,4.0,Bien,Créatif et innovant,Université de Paris,General Electric,13,35.0,Anglais,Marseille,1
Mentor,Doctorat en Finance,Comptable,29,Gérer des portefeuilles d'investissement complexes,3.0,Moyen,Analytique et organisé,Université de Toulouse,"JPMorgan Chase, Citigroup, Goldman Sachs",11,35.0,Anglais,Strasbourg,2
Mentor,Doctorat en Psychologie,Psychologue de l'enfance,14,Devenir psychologue clinicien renommé,5.0,Très bien,Analytique et organisé,Université de Bordeaux,"Mayo Clinic, Cleveland Clinic",16,35.0,Anglais,Toulouse,3
Mentor,Licence en Marketing,Gestionnaire de campagnes,17,Gérer des campagnes publicitaires de grande envergure,3.0,Moyen,Sympathique et patient,Université de Marseille,"McDonald's, Procter & Gamble, Amazon Advertising, Nike, Coca-Cola",19,35.0,Français,Paris,3
Mentor,Licence en Ressources Humaines,Responsable RH,15,Devenir expert en gestion des talents,4.0,Bien,Analytique et organisé,Université de Toulouse,"Randstad, ManpowerGroup, Adecco, ADP",8,25.0,Français,Bordeaux,3
Mentor,Licence en Finance,Comptable,15,Gérer des portefeuilles d'investissement complexes,4.0,Bien,Sympathique et patient,Université de Lyon,"Morgan Stanley, Goldman Sachs",20,35.0,Anglais,Nantes,3
Mentor,Doctorat en Médecine,Pédiatre,20,Pratiquer la médecine pédiatrique,1.0,Médiocre,Sympathique et patient,Université de Toulouse,Massachusetts General Hospital,12,35.0,Français,Marseille,2
Mentor,Ingénieur en Informatique,Développeur web,18,Travailler en cybersécurité,1.0,Médiocre,Dynamique et enthousiaste,Université de Marseille,"Google, Microsoft, Apple",6,25.0,Français,Nantes,3
Mentoré,Certificat en Psychologie,Psychologue de l'enfance,3,Développer des compétences en conseil en orientation,,,Sociable et communicatif,Université de Lyon,Massachusetts General Hospital,15,,Anglais,Nantes,2
Mentoré,Pharmacie,Gynécologue,3,Comprendre la gynécologie,,,Sympathique et patient,Université de Marseille,"Cleveland Clinic, Massachusetts General Hospital",6,,Français,Strasbourg,3
Mentoré,BTS en Design Graphique,Artiste numérique,2,Apprendre les bases de la peinture,,,Sympathique et patient,Université de Toulouse,"Sotheby's, Christie's, Saatchi Gallery",19,,Français,Nantes,1
Mentoré,Master en Pédagogie,Enseignant,5,Comprendre la psychologie de l'éducation,,,Sociable et communicatif,Université de Toulouse,"Harvard University, University of Cambridge, Massachusetts Institute of Technology",9,,Français,Lille,1
Mentoré,Doctorat en Finance,Gestionnaire de portefeuille,4,Apprendre les bases de la comptabilité,,,Analytique et organisé,Université de Toulouse,"Citigroup, Morgan Stanley, Bank of America, JPMorgan Chase",7,,Anglais,Strasbourg,2
Mentoré,Master en Marketing,Analyste de marché,4,Comprendre l'analyse de marché,,,Dynamique et enthousiaste,Université de Bordeaux,Amazon Advertising,1,,Français,Strasbourg,1
Mentoré,Master en Ressources Humaines,Recruteur,2,Comprendre la gestion des conflits au travail,,,Analytique et organisé,Université de Toulouse,"Randstad, Kelly Services",18,,Anglais,Lyon,1
Mentoré,DFASM en Médecine,Médecin généraliste,3,Comprendre la gynécologie,,,Créatif et innovant,Université de Marseille,"Stanford Health Care, Cleveland Clinic, Johns Hopkins Hospital, Massachusetts General Hospital",9,,Anglais,Marseille,1
Mentoré,BTS en Ingénierie,Ingénieur électrique,3,Comprendre la conception logicielle,,,Créatif et innovant,Université de Marseille,"Siemens, Airbus, Lockheed Martin, Boeing, General Electric",7,,Français,Paris,2
Mentoré,BTS en Gestion,Responsable des ressources humaines,3,Développer des compétences en gestion des ressources humaines,,,Sympathique et patient,Université de Bordeaux,"Bain & Company, PwC, McKinsey & Company, Boston Consulting Group",11,,Français,Rennes,1
Mentoré,Certificat en Psychologie,Psychologue scolaire,0,Développer des compétences en conseil en orientation,,,Dynamique et enthousiaste,Université de Lyon,En recherche d'alternance en Psychologie,14,,Anglais,Montpellier,1
Mentoré,Ingénieur en Informatique,Développeur logiciel,4,Apprendre la programmation,,,Sympathique et patient,Université de Paris,"Microsoft, Google, Apple, IBM, Amazon",10,,Français,Toulouse,3
Mentoré,DES en Médecine,Pédiatre,2,Comprendre la gynécologie,,,Analytique et organisé,Université de Marseille,"Mayo Clinic, Johns Hopkins Hospital, Cleveland Clinic, Massachusetts General Hospital",4,,Anglais,Nantes,3
Mentoré,Master en Psychologie,Conseiller en orientation,4,Développer des compétences en conseil en orientation,,,Sympathique et patient,Université de Bordeaux,"Johns Hopkins Hospital, Massachusetts General Hospital, Cleveland Clinic, Stanford Health Care, Mayo Clinic",14,,Anglais,Toulouse,1
Mentoré,Certificat en Marketing,Responsable marketing,3,Comprendre l'analyse de marché,,,Analytique et organisé,Université de Toulouse,"Nike, Procter & Gamble, Amazon Advertising, McDonald's, Coca-Cola",1,,Français,Nantes,2
Mentoré,Certificat en Didactique,Didacticien,1,Comprendre la psychologie de l'éducation,,,Analytique et organisé,Université de Lyon,"Stanford University, Massachusetts Institute of Technology, Harvard University, University of Cambridge, Oxford University",9,,Français,Bordeaux,3
Mentoré,BTS en Ressources Humaines,Responsable RH,1,Acquérir des compétences en recrutement,,,Créatif et innovant,Université de Lyon,ADP,18,,Français,Paris,1
Mentoré,BTS en Marketing,Responsable marketing,5,Apprendre les bases du marketing,,,Analytique et organisé,Université de Paris,"Nike, Amazon Advertising, Procter & Gamble, Coca-Cola",6,,Français,Paris,3
Mentoré,Doctorat en Ingénierie,Ingénieur mécanique,3,Comprendre la conception logicielle,,,Dynamique et enthousiaste,Université de Paris,"Boeing, Siemens, Airbus, General Electric",19,,Anglais,Lyon,2
Mentoré,Master en Informatique,Data scientist,5,Comprendre l'analyse de données,,,Analytique et organisé,Université de Bordeaux,"Google, Microsoft, Apple, IBM, Amazon",9,,Anglais,Strasbourg,3
Mentoré,BTS en Ressources Humaines,Médiateur en conflits,0,Acquérir des compétences en recrutement,,,Analytique et organisé,Université de Toulouse,En recherche d'alternance en Ressources Humaines,15,,Français,Toulouse,3
Mentoré,MBA en Gestion,Chef de projet,5,Développer des compétences en gestion des ressources humaines,,,Sympathique et patient,Université de Toulouse,"Boston Consulting Group, Deloitte, PwC",20,,Anglais,Bordeaux,1
Mentoré,Doctorat en Psychologie,Psychologue de l'enfance,1,Comprendre la psychologie de l'enfance,,,Sympathique et patient,Université de Toulouse,"Cleveland Clinic, Johns Hopkins Hospital, Mayo Clinic",1,,Anglais,Nantes,3
Mentoré,BTS en Finance,Analyste financier,1,Apprendre les bases de la comptabilité,,,Analytique et organisé,Université de Toulouse,"Bank of America, Goldman Sachs",8,,Anglais,Nantes,3
Mentoré,Licence en Psychologie,Conseiller en orientation,2,Comprendre la psychologie de l'enfance,,,Dynamique et enthousiaste,Université de Toulouse,"Johns Hopkins Hospital, Stanford Health Care, Cleveland Clinic",6,,Français,Bordeaux,2
Mentoré,BTS en Informatique,Ingénieur en cybersécurité,5,Développer des compétences en développement web,,,Sociable et communicatif,Université de Paris,"IBM, Apple",7,,Anglais,Nantes,1
Mentoré,Licence en Arts Plastiques,Artiste numérique,5,Apprendre les bases de la peinture,,,Analytique et organisé,Université de Paris,"Saatchi Gallery, The Louvre",7,,Français,Toulouse,2
Mentoré,Doctorat en Marketing,Analyste de marché,1,Comprendre l'analyse de marché,,,Analytique et organisé,Université de Marseille,"Procter & Gamble, Nike",10,,Français,Montpellier,3
Mentoré,Licence en Ressources Humaines,Formateur,0,Acquérir des compétences en recrutement,,,Sympathique et patient,Université de Lyon,En recherche de stage en Ressources Humaines,1,,Français,Bordeaux,2
Mentoré,Licence en Marketing,Chef de publicité,4,Apprendre les bases du marketing,,,Créatif et innovant,Université de Lyon,"Coca-Cola, Procter & Gamble, Amazon Advertising",7,,Anglais,Toulouse,1
Mentoré,BTS en Design Graphique,Artiste numérique,0,Développer des compétences en arts numériques,,,Dynamique et enthousiaste,Université de Lyon,En recherche de stage en Art,15,,Français,Lyon,1
Mentoré,DFASM en Médecine,Gynécologue,0,Apprendre les bases de la médecine interne,,,Analytique et organisé,Université de Toulouse,En recherche de stage en Médecine,7,,Anglais,Marseille,2
Mentoré,BTS en Finance,Trader,4,Acquérir des compétences en analyse financière,,,Sociable et communicatif,Université de Paris,"Morgan Stanley, Goldman Sachs, JPMorgan Chase, Bank of America",7,,Anglais,Strasbourg,2
Mentoré,Doctorat en Éducation,Éducateur spécialisé,0,Comprendre la psychologie de l'éducation,,,Sympathique et patient,Université de Bordeaux,En recherche de stage en Éducation,7,,Français,Lyon,1
Mentoré,DFASM en Médecine,Gynécologue,3,Apprendre les bases de la médecine interne,,,Sympathique et patient,Université de Lyon,"Cleveland Clinic, Massachusetts General Hospital",19,,Anglais,Lyon,1
Mentoré,Ingénieur en Informatique,Data scientist,4,Comprendre l'analyse de données,,,Sociable et communicatif,Université de Lyon,"Microsoft, IBM, Amazon, Google, Apple",20,,Français,Strasbourg,2
Mentoré,BTS en Marketing,Responsable marketing,2,Comprendre l'analyse de marché,,,Dynamique et enthousiaste,Université de Lyon,"Procter & Gamble, Coca-Cola, Nike, Amazon Advertising, McDonald's",8,,Anglais,Montpellier,1
Mentoré,BTS en Informatique,Développeur logiciel,4,Comprendre l'analyse de données,,,Analytique et organisé,Université de Marseille,"Amazon, Microsoft, IBM, Apple",13,,Anglais,Montpellier,3
Mentoré,Certificat en Psychologie,Psychologue clinicien,3,Développer des compétences en conseil en orientation,,,Dynamique et enthousiaste,Université de Lyon,"Massachusetts General Hospital, Johns Hopkins Hospital, Mayo Clinic",20,,Anglais,Strasbourg,1
Mentoré,MBA en Gestion,Directeur général,5,Apprendre les principes de gestion de projet,,,Analytique et organisé,Université de Toulouse,"Deloitte, Bain & Company",18,,Anglais,Toulouse,1
Mentoré,Certificat en Didactique,Psychopédagogue,4,Apprendre la pédagogie,,,Dynamique et enthousiaste,Université de Lyon,"Massachusetts Institute of Technology, Harvard University, Stanford University, Oxford University",6,,Français,Nantes,1
Mentoré,BTS en Gestion,Directeur général,1,Apprendre les principes de gestion de projet,,,Dynamique et enthousiaste,Université de Paris,"Deloitte, Boston Consulting Group, Bain & Company, PwC, McKinsey & Company",18,,Anglais,Paris,1
Mentoré,BTS en Éducation,Psychopédagogue,0,Apprendre la pédagogie,,,Analytique et organisé,Université de Marseille,En recherche d'alternance en Éducation,9,,Français,Montpellier,1
Mentoré,Doctorat en Médecine,Chirurgien,0,Comprendre la gynécologie,,,Analytique et organisé,Université de Marseille,En recherche d'alternance en Médecine,11,,Français,Strasbourg,1
Mentoré,Doctorat en Psychologie,Conseiller en orientation,5,Comprendre la psychologie de l'enfance,,,Analytique et organisé,Université de Paris,Mayo Clinic,19,,Anglais,Rennes,3
Mentoré,Doctorat en Informatique,Développeur logiciel,2,Comprendre l'analyse de données,,,Dynamique et enthousiaste,Université de Bordeaux,"IBM, Microsoft, Google, Apple",8,,Français,Lyon,2
Mentoré,Certificat en Marketing,Chef de publicité,0,Comprendre l'analyse de marché,,,Sociable et communicatif,Université de Marseille,En recherche d'un premier emploi en Marketing,20,,Anglais,Strasbourg,3
Mentoré,Licence en Psychologie,Conseiller en orientation,2,Développer des compétences en conseil en orientation,,,Dynamique et enthousiaste,Université de Toulouse,Johns Hopkins Hospital,20,,Anglais,Bordeaux,3
Mentoré,BTS en Informatique,Data scientist,4,Développer des compétences en développement web,,,Sympathique et patient,Université de Bordeaux,IBM,1,,Français,Lille,2
Mentoré,Master en Gestion,Contrôleur financier,4,Apprendre les principes de gestion de projet,,,Créatif et innovant,Université de Marseille,"McKinsey & Company, Bain & Company",6,,Anglais,Paris,3
Mentoré,Certificat en Ingénierie,Ingénieur logiciel,2,Apprendre les bases de l'ingénierie électrique,,,Analytique et organisé,Université de Toulouse,"Airbus, General Electric, Siemens",18,,Anglais,Lyon,1
Mentoré,Diplôme en Sculpture,Designer graphique,4,Développer des compétences en arts numériques,,,Sociable et communicatif,Université de Marseille,"Saatchi Gallery, Christie's",5,,Anglais,Lille,2
Mentoré,Doctorat en Psychologie,Psychologue clinicien,1,Développer des compétences en conseil en orientation,,,Sympathique et patient,Université de Lyon,Mayo Clinic,15,,Anglais,Lyon,3
Mentoré,Master en Ressources Humaines,Recruteur,4,Comprendre la gestion des conflits au travail,,,Sociable et communicatif,Université de Marseille,"Kelly Services, Adecco, ADP, Randstad",9,,Français,Paris,2
Mentoré,Certificat en Psychologie,Psychologue scolaire,1,Comprendre la psychologie de l'enfance,,,Dynamique et enthousiaste,Université de Paris,"Cleveland Clinic, Stanford Health Care, Mayo Clinic, Johns Hopkins Hospital, Massachusetts General Hospital",7,,Anglais,Nantes,3
Mentoré,Master en Marketing,Chef de publicité,5,Comprendre l'analyse de marché,,,Sociable et communicatif,Université de Bordeaux,"Coca-Cola, Nike, McDonald's, Procter & Gamble",15,,Anglais,Lyon,2
Mentoré,Master en Arts Numériques,Designer graphique,5,Apprendre les bases de la peinture,,,Créatif et innovant,Université de Lyon,"Sotheby's, Gagosian Gallery",10,,Français,Lille,3
Mentoré,Certificat en Ingénierie,Ingénieur civil,5,Comprendre la conception logicielle,,,Créatif et innovant,Université de Toulouse,"Airbus, General Electric, Siemens",2,,Français,Toulouse,3
Mentoré,Master en Informatique,Data scientist,4,Comprendre l'analyse de données,,,Sympathique et patient,Université de Lyon,"Google, Apple",5,,Anglais,Rennes,3
Mentoré,BTS en Gestion,Contrôleur financier,4,Développer des compétences en gestion des ressources humaines,,,Analytique et organisé,Université de Bordeaux,"Bain & Company, Boston Consulting Group, McKinsey & Company",4,,Français,Nantes,3
Mentoré,Doctorat en Ressources Humaines,Responsable RH,4,Acquérir des compétences en recrutement,,,Sympathique et patient,Université de Marseille,ADP,9,,Français,Lyon,3
Mentoré,Certificat en Marketing,Responsable marketing,1,Comprendre l'analyse de marché,,,Créatif et innovant,Université de Marseille,"Procter & Gamble, Amazon Advertising, Nike, McDonald's, Coca-Cola",5,,Anglais,Toulouse,1
Mentoré,BTS en Psychologie,Psychologue clinicien,2,Comprendre la psychologie de l'enfance,,,Créatif et innovant,Université de Marseille,"Massachusetts General Hospital, Stanford Health Care, Cleveland Clinic, Johns Hopkins Hospital",7,,Anglais,Lyon,3
Mentoré,Master en Marketing,Analyste de marché,2,Comprendre l'analyse de marché,,,Créatif et innovant,Université de Paris,"Amazon Advertising, Procter & Gamble",15,,Anglais,Lille,3
Mentoré,Doctorat en Finance,Comptable,2,Acquérir des compétences en analyse financière,,,Dynamique et enthousiaste,Université de Marseille,JPMorgan Chase,18,,Français,Marseille,2
Mentoré,Licence en Psychologie,Conseiller en orientation,5,Développer des compétences en conseil en orientation,,,Créatif et innovant,Université de Marseille,"Johns Hopkins Hospital, Cleveland Clinic",17,,Anglais,Toulouse,2
Mentoré,DFASM en Médecine,Chirurgien,1,Comprendre la gynécologie,,,Dynamique et enthousiaste,Université de Toulouse,"Mayo Clinic, Stanford Health Care, Johns Hopkins Hospital, Cleveland Clinic",18,,Anglais,Nantes,2
Mentoré,Doctorat en Ingénierie,Ingénieur mécanique,2,Comprendre la conception logicielle,,,Analytique et organisé,Université de Paris,"Airbus, Boeing, Lockheed Martin, General Electric, Siemens",16,,Anglais,Paris,3
Mentoré,Certificat en Peinture,Artiste numérique,3,Développer des compétences en arts numériques,,,Créatif et innovant,Université de Marseille,"Sotheby's, Christie's",13,,Français,Rennes,2
Mentoré,Master en Gestion,Chef de projet,0,Apprendre les principes de gestion de projet,,,Sympathique et patient,Université de Lyon,En recherche d'un premier emploi en Gestion,20,,Français,Strasbourg,1
Mentoré,Certificat en Peinture,Artiste,3,Apprendre les bases de la peinture,,,Sociable et communicatif,Université de Marseille,"Saatchi Gallery, Gagosian Gallery, Christie's",13,,Français,Marseille,1
Mentoré,BTS en Psychologie,Psychologue de l'enfance,2,Comprendre la psychologie de l'enfance,,,Dynamique et enthousiaste,Université de Marseille,"Johns Hopkins Hospital, Massachusetts General Hospital",6,,Anglais,Rennes,2
Mentoré,Master en Ingénierie,Ingénieur électrique,3,Apprendre les bases de l'ingénierie électrique,,,Analytique et organisé,Université de Lyon,"Boeing, General Electric, Siemens, Lockheed Martin, Airbus",0,,Anglais,Paris,1
Mentoré,Ingénieur en Informatique,Data scientist,4,Apprendre la programmation,,,Sociable et communicatif,Université de Marseille,"IBM, Google, Amazon, Apple, Microsoft",10,,Anglais,Rennes,3
Mentoré,Doctorat en Ressources Humaines,Recruteur,5,Comprendre la gestion des conflits au travail,,,Sympathique et patient,Université de Marseille,"Randstad, Kelly Services, ManpowerGroup, ADP, Adecco",9,,Français,Montpellier,2
Mentoré,Licence en Informatique,Data scientist,5,Apprendre la programmation,,,Sociable et communicatif,Université de Toulouse,"Apple, Google, Amazon",5,,Anglais,Lille,2
Mentoré,Licence en Arts Plastiques,Artiste,5,Développer des compétences en arts numériques,,,Analytique et organisé,Université de Marseille,"The Louvre, Sotheby's",11,,Anglais,Toulouse,2
Mentoré,BTS en Psychologie,Psychologue scolaire,2,Développer des compétences en conseil en orientation,,,Dynamique et enthousiaste,Université de Toulouse,"Johns Hopkins Hospital, Massachusetts General Hospital, Cleveland Clinic",12,,Français,Toulouse,1
Mentoré,Licence en Sciences de l'Éducation,Didacticien,2,Apprendre la pédagogie,,,Dynamique et enthousiaste,Université de Lyon,"University of Cambridge, Stanford University, Harvard University, Oxford University",14,,Anglais,Lyon,3
Mentoré,Diplôme d'Ingénieur,Ingénieur électrique,3,Comprendre la conception logicielle,,,Sociable et communicatif,Université de Toulouse,"Airbus, Siemens",2,,Anglais,Montpellier,2
Mentoré,BTS en Gestion,Contrôleur financier,0,Apprendre les principes de gestion de projet,,,Sociable et communicatif,Université de Bordeaux,En recherche d'alternance en Gestion,0,,Français,Nantes,1
Mentoré,Doctorat en Psychologie,Psychologue clinicien,2,Comprendre la psychologie de l'enfance,,,Sympathique et patient,Université de Paris,"Johns Hopkins Hospital, Mayo Clinic, Massachusetts General Hospital, Cleveland Clinic, Stanford Health Care",19,,Anglais,Toulouse,2
Mentoré,Master en Pédagogie,Didacticien,1,Apprendre la pédagogie,,,Créatif et innovant,Université de Marseille,Stanford University,0,,Anglais,Toulouse,3
Mentoré,Master en Ingénierie,Ingénieur mécanique,5,Apprendre les bases de l'ingénierie électrique,,,Sympathique et patient,Université de Marseille,"Lockheed Martin, General Electric, Airbus, Siemens, Boeing",15,,Français,Strasbourg,1
Mentoré,MBA en Finance,Analyste financier,4,Acquérir des compétences en analyse financière,,,Sympathique et patient,Université de Toulouse,"Morgan Stanley, JPMorgan Chase, Goldman Sachs, Citigroup, Bank of America",14,,Français,Toulouse,3
Mentoré,Doctorat en Médecine,Médecin généraliste,2,Apprendre les bases de la médecine interne,,,Sociable et communicatif,Université de Bordeaux,"Mayo Clinic, Cleveland Clinic",17,,Anglais,Montpellier,1
Mentoré,Master en Marketing,Responsable marketing,1,Comprendre l'analyse de marché,,,Sociable et communicatif,Université de Marseille,"Amazon Advertising, McDonald's, Coca-Cola, Nike",19,,Anglais,Lille,3
Mentoré,Doctorat en Éducation,Éducateur spécialisé,4,Comprendre la psychologie de l'éducation,,,Sympathique et patient,Université de Paris,"Oxford University, Harvard University, Stanford University",1,,Anglais,Montpellier,2
Mentoré,BTS en Psychologie,Psychologue de l'enfance,4,Comprendre la psychologie de l'enfance,,,Analytique et organisé,Université de Paris,Mayo Clinic,8,,Français,Bordeaux,1
Mentoré,Master en Marketing,Responsable marketing,3,Apprendre les bases du marketing,,,Dynamique et enthousiaste,Université de Bordeaux,"Coca-Cola, Nike",1,,Anglais,Lille,2
Mentoré,Ingénieur en Informatique,Développeur web,2,Développer des compétences en développement web,,,Sympathique et patient,Université de Marseille,"IBM, Google",0,,Français,Bordeaux,1
Mentoré,Doctorat en Finance,Gestionnaire de portefeuille,0,Apprendre les bases de la comptabilité,,,Sympathique et patient,Université de Bordeaux,En recherche d'un premier emploi en Finance,8,,Français,Rennes,1
Mentoré,Doctorat en Éducation,Enseignant,0,Apprendre la pédagogie,,,Sympathique et patient,Université de Toulouse,En recherche d'un premier emploi en Éducation,7,,Français,Nantes,1
Mentoré,Doctorat en Marketing,Gestionnaire de campagnes,0,Apprendre les bases du marketing,,,Sympathique et patient,Université de Toulouse,En recherche d'alternance en Marketing,13,,Français,Bordeaux,3
Mentoré,Master en Pédagogie,Enseignant,0,Apprendre la pédagogie,,,Sociable et communicatif,Université de Marseille,En recherche de stage en Éducation,13,,Anglais,Marseille,3
Mentoré,Master en Pédagogie,Éducateur spécialisé,2,Comprendre la psychologie de l'éducation,,,Dynamique et enthousiaste,Université de Bordeaux,Stanford University,17,,Français,Paris,2
Mentoré,BTS en Marketing,Gestionnaire de campagnes,0,Apprendre les bases du marketing,,,Créatif et innovant,Université de Lyon,En recherche d'alternance en Marketing,9,,Anglais,Bordeaux,1
Mentoré,BTS en Gestion,Contrôleur financier,3,Développer des compétences en gestion des ressources humaines,,,Créatif et innovant,Université de Lyon,PwC,20,,Français,Bordeaux,1
Mentoré,DES en Médecine,Gynécologue,4,Comprendre la gynécologie,,,Sociable et communicatif,Université de Bordeaux,"Stanford Health Care, Johns Hopkins Hospital, Massachusetts General Hospital, Cleveland Clinic",11,,Anglais,Paris,1
